gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,costat,weburl
015393,2000-12-31,2000,INDL,C,D,STD,SHELTON GREATER CHINA FUND,USD,A,
015395,2000-08-31,2000,INDL,C,D,STD,TEMPLETON GLOBAL GVTS,USD,I,
015397,2000-12-31,2000,INDL,C,D,STD,VAN KAMPEN HIGH INCOME TR,USD,I,
015398,2000-12-31,2000,INDL,C,D,STD,INVESCO HIGH INCOME TRUST II,USD,A,www.invesco.com
015399,2000-12-31,2000,INDL,C,D,STD,PARTNERS VALUE INVMNTS LP,CAD,A,www.pvii.ca
015399,2000-12-31,2000,FS,C,D,STD,PARTNERS VALUE INVMNTS LP,CAD,A,www.pvii.ca
015403,2000-12-31,2000,INDL,C,D,STD,AMERICAN FINANCIAL CORP,USD,I,
015404,2000-06-30,2000,INDL,C,D,STD,ESIO WATER AND BEVERAGE-OLD,USD,I,
015406,2000-12-31,2000,INDL,C,D,STD,BENETTON GROUP SPA,USD,I,it.benetton.com
015409,2000-09-30,2000,INDL,C,D,STD,PLANGRAPHICS INC  -OLD,USD,I,
015410,2000-09-30,2000,INDL,C,D,STD,XSTREAM MOBILE SOLUTIONS CP,USD,I,www.xsminc.com
015411,2000-09-30,2000,INDL,C,D,STD,EVISION INTERNATIONAL INC,USD,I,www.evisionusa.com
015414,2000-06-30,2000,INDL,C,D,STD,BIO-TECHNE CORP,USD,A,www.bio-techne.com
015415,2000-12-31,2000,INDL,C,D,STD,COOKER RESTAURANT/OH,USD,I,
015416,2000-01-31,1999,INDL,C,D,STD,INTL ABSORBENTS INC,USD,I,
015417,2000-12-31,2000,INDL,C,D,STD,BROWN & BROWN INC,USD,A,www.bbinsurance.com
015418,2000-06-30,2000,INDL,C,D,STD,TENET INFORMATION SVCS INC,USD,I,
015424,2000-01-31,1999,INDL,C,D,STD,EAGLE FOOD CENTERS INC,USD,I,
015428,2000-12-31,2000,INDL,C,D,STD,DYNA GROUP INTERNATIONAL INC,USD,I,www.gap1.com
015442,2000-12-31,2000,INDL,C,D,STD,POWERBRIEF INC,USD,I,
015443,2000-12-31,2000,INDL,C,D,STD,SEVENSON ENVIRON SVCS,USD,I,
015444,2000-12-31,2000,INDL,C,D,STD,CRH PLC,USD,A,www.crh.com
015446,2000-07-31,2000,INDL,C,D,STD,EMISPHERE TECHNOLOGIES INC,USD,I,www.emisphere.com
015447,2000-03-31,1999,INDL,C,D,STD,GLP NT CORP,CAD,I,
015448,2000-12-31,2000,INDL,C,D,STD,DUKE ENERGY INDIANA INC,USD,A,
015453,2000-12-31,2000,INDL,C,D,STD,37 CAPITAL INC,CAD,A,www.37capitalinc.com
015457,2000-12-31,2000,INDL,C,D,STD,ALP LIQUIDATING TRUST,USD,A,
015459,2000-12-31,2000,INDL,C,D,STD,TREDEGAR CORP,USD,A,www.tredegar.com
015462,2000-02-29,1999,INDL,C,D,STD,INVESCO MUNI INCOME OPP II,USD,I,
015463,2000-07-31,2000,INDL,C,D,STD,MORGAN STANLY HGH INC ADV II,USD,I,
015464,2000-10-31,2000,INDL,C,D,STD,NUVEEN PERFORM PLUS MUNI,USD,I,
015465,2000-12-31,2000,INDL,C,D,STD,HEALTHCARE TECHNOLOGIES LTD,USD,I,
015467,2000-12-31,2000,INDL,C,D,STD,QSOUND LABS INC,USD,I,www.qsound.com
015470,2000-12-31,2000,INDL,C,D,STD,SUNRISE TECHNOLOGY INTL INC,USD,I,
015474,2000-09-30,2000,INDL,C,D,STD,SYNERGX SYSTEMS INC,USD,I,
015490,2000-12-31,2000,INDL,C,D,STD,USA BIOMASS CORP,USD,I,
015495,2000-12-31,2000,INDL,C,D,STD,TEKNOWLEDGE CORP,USD,I,
015503,2000-12-31,2000,INDL,C,D,STD,OFFICIAL INFORMATION CO,USD,I,
015504,2000-12-31,2000,INDL,C,D,STD,ABN-AMRO HOLDINGS NV,USD,I,
015504,2000-12-31,2000,FS,C,D,STD,ABN-AMRO HOLDINGS NV,USD,I,
015505,2000-12-31,2000,INDL,C,D,STD,AIB GROUP PLC,USD,A,aib.ie/group
015505,2000-12-31,2000,FS,C,D,STD,AIB GROUP PLC,USD,A,aib.ie/group
015508,2000-12-31,2000,INDL,C,D,STD,ANGLO AMERICAN PLC,USD,A,www.angloamerican.com
015509,2000-12-31,2000,INDL,C,D,STD,HSBC HLDGS PLC,USD,A,www.hsbc.com
015509,2000-12-31,2000,FS,C,D,STD,HSBC HLDGS PLC,USD,A,www.hsbc.com
015520,2000-01-31,1999,INDL,C,D,STD,SIGNET JEWELERS LTD,USD,A,www.signetjewelers.com
015521,2000-01-31,1999,INDL,C,D,STD,STAPLES INC,USD,I,www.staples.com
015533,2000-01-31,1999,INDL,C,D,STD,DOMINION DIAMOND CORP,CAD,I,www.ddmines.com
015576,2000-12-31,2000,INDL,C,D,STD,DEUTSCHE BANK AG,USD,A,www.db.com
015576,2000-12-31,2000,FS,C,D,STD,DEUTSCHE BANK AG,USD,A,www.db.com
015577,2000-12-31,2000,INDL,C,D,STD,DRESDNER BANK AG,USD,I,
015577,2000-12-31,2000,FS,C,D,STD,DRESDNER BANK AG,USD,I,
015580,2000-10-31,2000,INDL,C,D,STD,BANK OF MONTREAL,CAD,A,www.bmo.com
015580,2000-10-31,2000,FS,C,D,STD,BANK OF MONTREAL,CAD,A,www.bmo.com
015581,2000-10-31,2000,INDL,C,D,STD,CANADIAN IMPERIAL BANK,CAD,A,www.cibc.com
015581,2000-10-31,2000,FS,C,D,STD,CANADIAN IMPERIAL BANK,CAD,A,www.cibc.com
015582,2000-10-31,2000,INDL,C,D,STD,BANK OF NOVA SCOTIA,CAD,A,www.scotiabank.com
015582,2000-10-31,2000,FS,C,D,STD,BANK OF NOVA SCOTIA,CAD,A,www.scotiabank.com
015598,2000-12-31,2000,INDL,C,D,STD,AEGON LTD,USD,A,www.aegon.com
015607,2000-12-31,2000,INDL,C,D,STD,POWER FINANCIAL CORP,CAD,I,www.powerfinancial.com
015607,2000-12-31,2000,FS,C,D,STD,POWER FINANCIAL CORP,CAD,I,www.powerfinancial.com
015613,2000-03-31,1999,INDL,C,D,STD,NOMURA HOLDINGS INC,USD,A,www.nomuraholdings.com
015617,2000-12-31,2000,INDL,C,D,STD,ING GROEP NV,USD,A,www.ing.com
015620,2000-10-31,2000,INDL,C,D,STD,NATIONAL BANK CANADA,CAD,A,www.nbc.ca
015620,2000-10-31,2000,FS,C,D,STD,NATIONAL BANK CANADA,CAD,A,www.nbc.ca
015627,2000-03-31,1999,INDL,C,D,STD,BANK TOKYO-MITSUBISHI,USD,I,www.bk.mufg.jp
015627,2000-03-31,1999,FS,C,D,STD,BANK TOKYO-MITSUBISHI,USD,I,www.bk.mufg.jp
015633,2000-10-31,2000,INDL,C,D,STD,ROYAL BANK OF CANADA,CAD,A,www.rbc.com
015633,2000-10-31,2000,FS,C,D,STD,ROYAL BANK OF CANADA,CAD,A,www.rbc.com
015634,2000-12-31,2000,INDL,C,D,STD,NATWEST GROUP PLC,USD,A,www.natwestgroup.com
015634,2000-12-31,2000,FS,C,D,STD,NATWEST GROUP PLC,USD,A,www.natwestgroup.com
015637,2000-12-31,2000,INDL,C,D,STD,BROOKFIELD CDA OFFICE PPTYS,CAD,I,www.brookfieldcanadareit.com
015637,2000-12-31,2000,FS,C,D,STD,BROOKFIELD CDA OFFICE PPTYS,CAD,I,www.brookfieldcanadareit.com
015659,2000-03-31,1999,INDL,C,D,STD,TOKIO MARINE HOLDINGS INC,USD,A,www.tokiomarinehd.com
015661,2000-12-31,2000,INDL,C,D,STD,BRASCAN FINANCIAL CORP -CL A,CAD,I,
015661,2000-12-31,2000,FS,C,D,STD,BRASCAN FINANCIAL CORP -CL A,CAD,I,
015664,2000-12-31,2000,INDL,C,D,STD,RSA INSURANCE GROUP PLC,USD,A,www.rsainsurance.co.uk
015668,2000-03-31,1999,INDL,C,D,STD,ORIX CORP,USD,A,www.orix.co.jp
015672,2000-12-31,2000,INDL,C,D,STD,UBS AG-OLD,USD,I,www.ubs.com
015704,2000-12-31,2000,INDL,C,D,STD,THOMSON-REUTERS CORP,USD,A,www.thomsonreuters.com
015706,2000-10-31,2000,INDL,C,D,STD,TORONTO DOMINION BANK,CAD,A,www.td.com
015706,2000-10-31,2000,FS,C,D,STD,TORONTO DOMINION BANK,CAD,A,www.td.com
015708,2000-12-31,2000,INDL,C,D,STD,ALLERGAN INC,USD,I,
015709,2000-12-31,2000,INDL,C,D,STD,PLUM CREEK TIMBER CO INC,USD,I,www.plumcreek.com
015711,2000-12-31,2000,INDL,C,D,STD,WEIRTON STEEL CORP,USD,I,
015712,2000-12-31,2000,INDL,C,D,STD,PLM EQUIPMENT GROWTH FD  -LP,USD,I,
015713,2000-12-31,2000,INDL,C,D,STD,PLM EQUIP GROWTH FD V  -LP,USD,I,
015714,2000-12-31,2000,INDL,C,D,STD,PLM EQUIP GROWTH FD II  -LP,USD,I,
015724,2000-12-31,2000,INDL,C,D,STD,ALLIANZ SE,USD,A,www.allianz.com
015752,2000-12-31,2000,INDL,C,D,STD,DRAXIS HEALTH INC,CAD,I,www.draxis.com
015758,2000-09-30,2000,INDL,C,D,STD,4-D NEUROIMAGING,USD,I,
015782,2000-12-31,2000,INDL,C,D,STD,PRUDENTIAL PLC,USD,A,www.prudentialplc.com
015784,2000-12-31,2000,INDL,C,D,STD,SOCIETE GENERALE GROUP,USD,A,www.societegenerale.com
015784,2000-12-31,2000,FS,C,D,STD,SOCIETE GENERALE GROUP,USD,A,www.societegenerale.com
015798,2000-12-31,2000,INDL,C,D,STD,ALLION HEALTHCARE INC,USD,I,
015799,2000-12-31,2000,INDL,C,D,STD,DOCUCON INC,USD,I,
015800,2000-12-31,2000,INDL,C,D,STD,DIAMONDHEAD CASINO CORP,USD,I,
015803,2000-12-31,2000,INDL,C,D,STD,NOVELION THERAPEUTICS INC,CAD,A,www.novelion.com
015822,2000-12-31,2000,INDL,C,D,STD,NEW HORIZONS WORLDWIDE INC,USD,I,www.newhorizons.com
015824,2000-12-31,2000,INDL,C,D,STD,HERITAGE GLOBAL INC,USD,A,www.hginc.com
015848,2000-03-31,1999,INDL,C,D,STD,ALLOU HEALTHCARE INC,USD,I,
015853,2000-12-31,2000,INDL,C,D,STD,HUDSON HOTELS CP,USD,I,
015854,2000-12-31,2000,INDL,C,D,STD,REXHALL INDUSTRIES INC,USD,I,www.rexhall.com
015855,2000-03-31,1999,INDL,C,D,STD,GEN DIGITAL INC,USD,A,www.gendigital.com
015859,2000-12-31,2000,INDL,C,D,STD,CONSULIER ENGINEERING INC,USD,I,
015889,2000-09-30,2000,INDL,C,D,STD,ANZ GROUP HOLDINGS LIMITED,USD,A,www.anz.com.au
015889,2000-09-30,2000,FS,C,D,STD,ANZ GROUP HOLDINGS LIMITED,USD,A,www.anz.com.au
015929,2000-12-31,2000,INDL,C,D,STD,LLOYDS BANKING GROUP PLC,USD,A,www.lloydsbankinggroup.com
015929,2000-12-31,2000,FS,C,D,STD,LLOYDS BANKING GROUP PLC,USD,A,www.lloydsbankinggroup.com
016160,2000-12-31,2000,INDL,C,D,STD,SCINTILORE EXPLORATIONS LTD,CAD,I,
016187,2000-12-31,2000,INDL,C,D,STD,EKSPORTFINANS ASA,USD,A,www.eksportfinans.no
016188,2000-12-31,2000,INDL,C,D,STD,COGNEX CORP,USD,A,www.cognex.com
016227,2000-12-31,2000,INDL,C,D,STD,COMMERCIAL FEDERAL CORP,USD,I,
016227,2000-12-31,2000,FS,C,D,STD,COMMERCIAL FEDERAL CORP,USD,I,
016243,2000-12-31,2000,INDL,C,D,STD,WASHINGTON MUTUAL INC,USD,I,www.wamu.com
016243,2000-12-31,2000,FS,C,D,STD,WASHINGTON MUTUAL INC,USD,I,www.wamu.com
016245,2000-12-31,2000,INDL,C,D,STD,PEOPLE'S UNITED FINL INC,USD,I,www.peoples.com
016245,2000-12-31,2000,FS,C,D,STD,PEOPLE'S UNITED FINL INC,USD,I,www.peoples.com
016284,2000-12-31,2000,INDL,C,D,STD,HARBOURTON FINANCIAL CORP,USD,I,
016394,2000-12-31,2000,INDL,C,D,STD,AM-CH INC,USD,I,
016401,2000-03-31,1999,INDL,C,D,STD,CIRRUS LOGIC INC,USD,A,www.cirrus.com
016403,2000-11-30,2000,INDL,C,D,STD,STOLT NIELSEN LTD,USD,A,www.stolt-nielsen.com
016405,2000-12-31,2000,INDL,C,D,STD,TELTRONICS INC,USD,I,
016423,2000-12-31,2000,INDL,C,D,STD,BROOKFIELD OFFICE PPTYS INC,USD,I,www.brookfieldofficeproperties.com
016423,2000-12-31,2000,FS,C,D,STD,BROOKFIELD OFFICE PPTYS INC,CAD,I,www.brookfieldofficeproperties.com
016424,2000-12-31,2000,INDL,C,D,STD,YMG CAPITAL MANAGEMENT INC,CAD,I,
016426,2000-12-31,2000,INDL,C,D,STD,E-L FINANCIAL CORP LTD,CAD,A,www.e-lfinancial.ca
016426,2000-12-31,2000,FS,C,D,STD,E-L FINANCIAL CORP LTD,CAD,A,www.e-lfinancial.ca
016428,2000-12-31,2000,INDL,C,D,STD,FAIRFAX FINANCIAL HOLDINGS,CAD,A,www.fairfax.ca
016428,2000-12-31,2000,FS,C,D,STD,FAIRFAX FINANCIAL HOLDINGS,CAD,A,www.fairfax.ca
016429,2000-12-31,2000,INDL,C,D,STD,HARROWSTON INC  -CL A,CAD,I,
016431,2000-12-31,2000,INDL,C,D,STD,GREAT-WEST LIFECO INC,CAD,A,www.greatwestlifeco.com
016431,2000-12-31,2000,FS,C,D,STD,GREAT-WEST LIFECO INC,CAD,A,www.greatwestlifeco.com
016432,2000-10-31,2000,INDL,C,D,STD,LAURENTIAN BANK OF CANADA,CAD,A,www.laurentianbank.ca
016432,2000-10-31,2000,FS,C,D,STD,LAURENTIAN BANK OF CANADA,CAD,A,www.laurentianbank.ca
016436,2000-03-31,1999,INDL,C,D,STD,CABLE & WIRELESS COMM PLC,USD,I,www.cwc.com
016437,2000-09-30,2000,INDL,C,D,STD,BEI MEDICAL SYSTEMS CO INC,USD,I,
016439,2000-02-29,1999,INDL,C,D,STD,GZA GEOENVIRONMENTAL TECH IN,USD,I,
016441,2000-09-30,2000,INDL,C,D,STD,ELECTRONIC CLEARING HOUSE,USD,I,www.echo-inc.com
016453,2000-05-31,1999,INDL,C,D,STD,NEOGEN CORP,USD,A,www.neogen.com
016454,2000-01-31,1999,INDL,C,D,STD,LECHTERS INC,USD,I,
016456,2000-12-31,2000,INDL,C,D,STD,HANGER INC,USD,I,hangerclinic.com
016466,2000-06-30,2000,INDL,C,D,STD,SABRE GOLD MINES CORP,CAD,A,www.sabre.gold
016468,2000-12-31,2000,INDL,C,D,STD,MERCHANT CAPITAL GROUP INC,CAD,I,
016470,2000-12-31,2000,INDL,C,D,STD,JANEX INTERNATIONAL INC,USD,I,
016471,2000-12-31,2000,INDL,C,D,STD,PETROMET RESOURCES LTD,CAD,I,
016473,2000-12-31,2000,INDL,C,D,STD,PREMCOR REFINING GROUP INC,USD,I,
016474,2000-05-31,1999,INDL,C,D,STD,JEAN COUTU GROUP,CAD,I,www.jeancoutu.com
016476,2000-11-30,2000,INDL,C,D,STD,LEVI STRAUSS & CO,USD,A,www.levistrauss.com
016477,2000-12-31,2000,INDL,C,D,STD,LEAR CORP,USD,A,www.lear.com
016478,2000-12-31,2000,INDL,C,D,STD,EOG RESOURCES INC,USD,A,www.eogresources.com
016479,2000-12-31,2000,INDL,C,D,STD,KANEB PIPELINE PARTNRS  -LP,USD,I,
016480,2000-06-30,2000,INDL,C,D,STD,RESPIRERX PHARMACEUTICALS,USD,A,www.respirerx.com
016483,2000-03-31,1999,INDL,C,D,STD,DYNAMIC OIL & GAS INC,CAD,I,
016484,2000-08-31,2000,INDL,C,D,STD,NUVEEN CALIFORNIA MUN VAL FD,USD,A,www.nuveen.com
016488,2000-07-31,2000,INDL,C,D,STD,ZILA INC,USD,I,
016490,2000-03-31,1999,INDL,C,D,STD,RX FOR AFRICA INC,USD,I,
016496,2000-08-31,2000,INDL,C,D,STD,MORGAN STANDW MNI INC TR III,USD,I,
016504,2000-06-30,2000,INDL,C,D,STD,BLACKROCK APEX MUNICIPAL FD,USD,I,
016516,2000-08-31,2000,INDL,C,D,STD,AUSTRIA FUND INC,USD,I,
016531,2000-12-31,2000,INDL,C,D,STD,ZIX CORP,USD,I,www.zix.com
016551,2000-06-30,2000,INDL,C,D,STD,FIRST PHILIPPINE FUND INC,USD,I,
016557,2000-12-31,2000,INDL,C,D,STD,OPTICON MEDICAL INC,USD,I,
016560,2000-12-31,2000,INDL,C,D,STD,ALUMINA LTD,USD,A,www.aluminalimited.com
016563,2000-12-31,2000,INDL,C,D,STD,BHC COMMUNICATIONS  -CL A,USD,I,
016571,2000-12-31,2000,INDL,C,D,STD,ABRDN EMERG MKTS EQ INCM FD,USD,A,www.aberdeench.com
016572,2000-11-30,2000,INDL,C,D,STD,MFS INTERMARKET INCOME TR I,USD,I,
016573,2000-12-31,2000,INDL,C,D,STD,CENTURA BANKS INC,USD,I,www.centura.com
016573,2000-12-31,2000,FS,C,D,STD,CENTURA BANKS INC,USD,I,www.centura.com
016576,2000-03-31,1999,INDL,C,D,STD,FRANKLIN MULTI-INCOME TR,USD,I,
016578,2000-11-30,2000,INDL,C,D,STD,BROOKFIELD TOTAL RETURN FUND,USD,I,
016579,2000-11-30,2000,INDL,C,D,STD,MFS CHARTER INCOME TR,USD,A,www.mfs.com
016581,2000-12-31,2000,INDL,C,D,STD,PROGRESSIVE RETURN FUND INC,USD,I,
016582,2000-12-31,2000,INDL,C,D,STD,NUTRIEN LTD,USD,A,www.nutrien.com
016584,2000-06-30,2000,INDL,C,D,STD,PUTNAM DIVIDEND INCOME FUND,USD,I,
016585,2000-11-30,2000,INDL,C,D,STD,PUTNAM INVT GRADE MUN TR,USD,I,
016590,2000-12-31,2000,INDL,C,D,STD,POWER ASSETS HOLDINGS LTD,USD,A,www.powerassets.com
016597,2000-12-31,2000,INDL,C,D,STD,LATTICE SEMICONDUCTOR CORP,USD,A,www.latticesemi.com
016601,2000-03-31,1999,INDL,C,D,STD,MID-COAST BANCORP INC,USD,I,
016601,2000-03-31,1999,FS,C,D,STD,MID-COAST BANCORP INC,USD,I,
016603,2000-12-31,2000,INDL,C,D,STD,NESTLE SA/AG,USD,A,www.nestle.com
016605,2000-12-31,2000,INDL,C,D,STD,ABINGTON BANCORP INC-OLD,USD,I,
016605,2000-12-31,2000,FS,C,D,STD,ABINGTON BANCORP INC-OLD,USD,I,
016620,2000-09-30,2000,INDL,C,D,STD,VALLEY FORGE SCIENTIFIC CORP,USD,I,
016629,2000-12-31,2000,INDL,C,D,STD,ALFA CORP,USD,I,www.alfains.com
016629,2000-12-31,2000,FS,C,D,STD,ALFA CORP,USD,I,www.alfains.com
016630,2000-12-31,2000,INDL,C,D,STD,ALLCITY INSURANCE CO,USD,I,
016637,2000-12-31,2000,INDL,C,D,STD,AMERIANA BANCORP,USD,I,
016637,2000-12-31,2000,FS,C,D,STD,AMERIANA BANCORP,USD,I,
016641,2000-12-31,2000,INDL,C,D,STD,GREYSTONE HSG IMPT INVTS LP,USD,A,www.ghiinvestors.com
016642,2000-12-31,2000,INDL,C,D,STD,AMERICA FIRST APT INVESTORS,USD,I,www.apro-reit.com/
016643,2000-12-31,2000,INDL,C,D,STD,AMCORE FINANCIAL INC,USD,I,
016643,2000-12-31,2000,FS,C,D,STD,AMCORE FINANCIAL INC,USD,I,
016650,2000-12-31,2000,INDL,C,D,STD,RTI INTL METALS INC,USD,I,www.rtiintl.com
016664,2000-12-31,2000,INDL,C,D,STD,ANDOVER BANCORP INC/DE,USD,I,
016664,2000-12-31,2000,FS,C,D,STD,ANDOVER BANCORP INC/DE,USD,I,
016665,2000-12-31,2000,INDL,C,D,STD,APPLEBEES INTL INC,USD,I,
016668,2000-12-31,2000,INDL,C,D,STD,ARROW FINANCIAL CORP,USD,A,www.arrowfinancial.com
016668,2000-12-31,2000,FS,C,D,STD,ARROW FINANCIAL CORP,USD,A,www.arrowfinancial.com
016671,2000-12-31,2000,INDL,C,D,STD,ATLANTIC AMERICAN CORP,USD,A,www.atlam.com
016674,2000-12-31,2000,INDL,C,D,STD,BSB BANCORP,USD,I,
016674,2000-12-31,2000,FS,C,D,STD,BSB BANCORP,USD,I,
016675,2000-12-31,2000,INDL,C,D,STD,PROMISTAR FINANCIAL CORP,USD,I,
016675,2000-12-31,2000,FS,C,D,STD,PROMISTAR FINANCIAL CORP,USD,I,
016679,2000-12-31,2000,INDL,C,D,STD,BANK OF GRANITE CORP,USD,I,
016679,2000-12-31,2000,FS,C,D,STD,BANK OF GRANITE CORP,USD,I,
016681,2000-12-31,2000,INDL,C,D,STD,BBX CAPITAL CORP -OLD,USD,I,www.bbxcapital.com
016681,2000-12-31,2000,FS,C,D,STD,BBX CAPITAL CORP -OLD,USD,I,www.bbxcapital.com
016684,2000-09-30,2000,INDL,C,D,STD,BANKUNITED FINANCIAL CORP,USD,I,www.bankunited.com
016684,2000-09-30,2000,FS,C,D,STD,BANKUNITED FINANCIAL CORP,USD,I,www.bankunited.com
016686,2000-12-31,2000,INDL,C,D,STD,BAY VIEW CAPITAL CORP,USD,I,
016686,2000-12-31,2000,FS,C,D,STD,BAY VIEW CAPITAL CORP,USD,I,
016689,2000-06-30,2000,INDL,C,D,STD,NORTHEAST BANK,USD,A,www.northeastbank.com
016689,2000-06-30,2000,FS,C,D,STD,NORTHEAST BANK,USD,A,www.northeastbank.com
016698,2000-12-31,2000,INDL,C,D,STD,BRYN MAWR BANK CORP,USD,I,www.bmt.com
016698,2000-12-31,2000,FS,C,D,STD,BRYN MAWR BANK CORP,USD,I,www.bmt.com
016705,2000-12-31,2000,INDL,C,D,STD,CENTRAL PACIFIC FINANCIAL CP,USD,A,www.cpb.bank
016705,2000-12-31,2000,FS,C,D,STD,CENTRAL PACIFIC FINANCIAL CP,USD,A,www.cpb.bank
016710,2000-09-30,2000,INDL,C,D,STD,DIGI INTERNATIONAL INC,USD,A,www.digi.com
016714,2000-12-31,2000,INDL,C,D,STD,DONEGAL GROUP INC,USD,A,www.donegalgroup.com
016714,2000-12-31,2000,FS,C,D,STD,DONEGAL GROUP INC,USD,A,www.donegalgroup.com
016716,2000-12-31,2000,INDL,C,D,STD,EMC INSURANCE GROUP INC,USD,I,www.emcins.com/investors/
016716,2000-12-31,2000,FS,C,D,STD,EMC INSURANCE GROUP INC,USD,I,www.emcins.com/investors/
016718,2000-03-31,1999,INDL,C,D,STD,EAGLE BANCSHARES INC,USD,I,
016718,2000-03-31,1999,FS,C,D,STD,EAGLE BANCSHARES INC,USD,I,
016721,2000-03-31,1999,INDL,C,D,STD,ELECTRONIC ARTS INC,USD,A,ea.com
016727,2000-12-31,2000,INDL,C,D,STD,FIDELITY FED BANCORP,USD,I,www.unitedfidelity.com
016727,2000-12-31,2000,FS,C,D,STD,FIDELITY FED BANCORP,USD,I,www.unitedfidelity.com
016729,2000-12-31,2000,INDL,C,D,STD,MIDGARDXXI INC,USD,I,
016733,2000-12-31,2000,INDL,C,D,STD,F & M NATIONAL CORP,USD,I,
016733,2000-12-31,2000,FS,C,D,STD,F & M NATIONAL CORP,USD,I,
016736,2000-12-31,2000,INDL,C,D,STD,CAPITOL TRANSAMERICA CORP,USD,I,www.capspecialty.com
016747,2000-12-31,2000,INDL,C,D,STD,CERES GROUP INC,USD,I,www.ceresgp.com
016747,2000-12-31,2000,FS,C,D,STD,CERES GROUP INC,USD,I,www.ceresgp.com
016748,2000-12-31,2000,INDL,C,D,STD,CENTURY BANCORP INC/MA,USD,I,www.centurybank.com
016748,2000-12-31,2000,FS,C,D,STD,CENTURY BANCORP INC/MA,USD,I,www.centurybank.com
016751,2000-12-31,2000,INDL,C,D,STD,CHARTER ONE FINANCIAL INC,USD,I,
016751,2000-12-31,2000,FS,C,D,STD,CHARTER ONE FINANCIAL INC,USD,I,
016752,2000-12-31,2000,INDL,C,D,STD,FMS FINANCIAL CORP,USD,I,
016752,2000-12-31,2000,FS,C,D,STD,FMS FINANCIAL CORP,USD,I,
016763,2000-09-30,2000,INDL,C,D,STD,FIDELITY BANCORP INC/PA,USD,I,
016763,2000-09-30,2000,FS,C,D,STD,FIDELITY BANCORP INC/PA,USD,I,
016769,2000-12-31,2000,INDL,C,D,STD,CHITTENDEN CORP,USD,I,www.chittendencorp.com
016769,2000-12-31,2000,FS,C,D,STD,CHITTENDEN CORP,USD,I,www.chittendencorp.com
016771,2000-06-30,2000,INDL,C,D,STD,CIRCLE INCOME SHS INC,USD,I,
016775,2000-12-31,2000,INDL,C,D,STD,CITIZENS INC,USD,A,www.citizensinc.com
016775,2000-12-31,2000,FS,C,D,STD,CITIZENS INC,USD,A,www.citizensinc.com
016777,2000-12-31,2000,INDL,C,D,STD,FIRST BANCORP/NC,USD,A,localfirstbank.com
016777,2000-12-31,2000,FS,C,D,STD,FIRST BANCORP/NC,USD,A,localfirstbank.com
016778,2000-12-31,2000,INDL,C,D,STD,FIRST CHARTER CORP,USD,I,www.firstcharter.com
016778,2000-12-31,2000,FS,C,D,STD,FIRST CHARTER CORP,USD,I,www.firstcharter.com
016781,2000-12-31,2000,INDL,C,D,STD,CITY HOLDING CO,USD,A,www.bankatcity.com
016781,2000-12-31,2000,FS,C,D,STD,CITY HOLDING CO,USD,A,www.bankatcity.com
016782,2000-12-31,2000,INDL,C,D,STD,CITY INVESTING CO LIQ TR,USD,I,www.cnvlz.com
016784,2000-12-31,2000,INDL,C,D,STD,COMMERCE BANCORP INC/NJ,USD,I,
016784,2000-12-31,2000,FS,C,D,STD,COMMERCE BANCORP INC/NJ,USD,I,
016785,2000-03-31,1999,INDL,C,D,STD,CENTRAL BANCORP INC/MA,USD,I,
016785,2000-03-31,1999,FS,C,D,STD,CENTRAL BANCORP INC/MA,USD,I,
016790,2000-12-31,2000,INDL,C,D,STD,COMMUNITY BANK SYSTEM INC,USD,A,cbna.com
016790,2000-12-31,2000,FS,C,D,STD,COMMUNITY BANK SYSTEM INC,USD,A,cbna.com
016791,2000-12-31,2000,INDL,C,D,STD,COMMUNITY BANKS INC,USD,I,
016791,2000-12-31,2000,FS,C,D,STD,COMMUNITY BANKS INC,USD,I,
016793,2000-12-31,2000,INDL,C,D,STD,GATX CAPITAL CORP,USD,I,www.gatx.com
016795,2000-12-31,2000,INDL,C,D,STD,NEXTHEALTH INC,USD,I,
016797,2000-12-31,2000,INDL,C,D,STD,CONSUMERS FINANCIAL CORP,USD,I,
016802,2000-12-31,2000,INDL,C,D,STD,COTTON STATES LIFE INSURANCE,USD,I,www.countryfinancial.com
016813,2000-06-30,2000,INDL,C,D,STD,ARISTOTLE CORP,USD,I,
016821,2000-12-31,2000,INDL,C,D,STD,FIRST BANCORP P R,USD,A,www.1firstbank.com
016821,2000-12-31,2000,FS,C,D,STD,FIRST BANCORP P R,USD,A,www.1firstbank.com
016824,2000-06-30,2000,INDL,C,D,STD,FIRST FINANCIAL SERVICE CORP,USD,I,
016824,2000-06-30,2000,FS,C,D,STD,FIRST FINANCIAL SERVICE CORP,USD,I,
016827,2000-12-31,2000,INDL,C,D,STD,FIRST FEDERAL CAPITAL CORP,USD,I,
016827,2000-12-31,2000,FS,C,D,STD,FIRST FEDERAL CAPITAL CORP,USD,I,
016828,2000-12-31,2000,INDL,C,D,STD,FIRST ESSEX BANCORP INC,USD,I,
016828,2000-12-31,2000,FS,C,D,STD,FIRST ESSEX BANCORP INC,USD,I,
016829,2000-12-31,2000,INDL,C,D,STD,PINNACLE BANCSHARES,USD,A,www.pinnaclebanc.com
016829,2000-12-31,2000,FS,C,D,STD,PINNACLE BANCSHARES,USD,A,www.pinnaclebanc.com
