gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,costat,weburl
001004,2000-05-31,1999,INDL,C,D,STD,AAR CORP,USD,A,www.aarcorp.com
001010,2000-12-31,2000,INDL,C,D,STD,ACF INDUSTRIES INC,USD,I,www.acfindustries.com
001013,2000-10-31,2000,INDL,C,D,STD,ADC TELECOMMUNICATIONS INC,USD,I,
001019,2000-12-31,2000,INDL,C,D,STD,AFA PROTECTIVE SYSTEMS INC,USD,I,www.afap.com
001021,2000-06-30,2000,INDL,C,D,STD,AFP IMAGING CORP,USD,I,www.ImageWorksCorporation.com
001034,2000-12-31,2000,INDL,C,D,STD,ALPHARMA INC  -CL A,USD,I,
001036,2000-12-31,2000,INDL,C,D,STD,UNITED DOMINION INDUSTRIES,USD,I,
001037,2000-03-31,1999,INDL,C,D,STD,AM COMMUNICATIONS INC,USD,I,
001038,2000-03-31,1999,INDL,C,D,STD,AMC ENTERTAINMENT INC -OLD,USD,I,www.amctheatres.com
001045,2000-12-31,2000,INDL,C,D,STD,AMERICAN AIRLINES GROUP INC,USD,A,www.aa.com
001048,2000-12-31,2000,INDL,C,D,STD,ANR PIPELINE CO,USD,I,www.anrpl.com/company_info/
001050,2000-12-31,2000,INDL,C,D,STD,CECO ENVIRONMENTAL CORP,USD,A,www.cecoenviro.com
001056,2000-06-30,2000,INDL,C,D,STD,AEROFLEX INC,USD,I,www.aeroflex.com
001062,2000-11-30,2000,FS,C,D,STD,ASA GOLD AND PRECIOUS METALS,USD,A,www.asaltd.com
001062,2000-11-30,2000,INDL,C,D,STD,ASA GOLD AND PRECIOUS METALS,USD,A,www.asaltd.com
001072,2000-03-31,1999,INDL,C,D,STD,AVX CORP,USD,I,www.kyocera-avx.com
001075,2000-12-31,2000,INDL,C,D,STD,PINNACLE WEST CAPITAL CORP,USD,A,www.pinnaclewest.com
001076,2000-12-31,2000,INDL,C,D,STD,PROG HOLDINGS INC,USD,A,progholdings.com
001078,2000-12-31,2000,INDL,C,D,STD,ABBOTT LABORATORIES,USD,A,www.abbott.com
001081,2000-12-31,2000,INDL,C,D,STD,ABITIBI CONSOLIDATED INC,CAD,I,
001082,2000-04-30,1999,INDL,C,D,STD,SERVIDYNE INC,USD,I,www.servidyne.com
001084,2000-12-31,2000,INDL,C,D,STD,WORLDS INC,USD,A,www.worlds.com
001094,2000-06-30,2000,INDL,C,D,STD,ACETO CORP,USD,I,actylis.com
001095,2000-12-31,2000,INDL,C,D,STD,ACKERLEY GROUP INC,USD,I,
001096,2000-12-31,2000,INDL,C,D,STD,MORGUARD CORP,CAD,A,www.morguard.com
001097,2000-12-31,2000,INDL,C,D,STD,ACMAT CORP  -CL A,USD,A,www.acmatcorp.com
001099,2000-06-30,2000,INDL,C,D,STD,ACME ELECTRIC CORP,USD,I,www.acmetransformer.com
001104,2000-12-31,2000,INDL,C,D,STD,ACME UNITED CORP,USD,A,www.acmeunited.com
001107,2000-12-31,2000,INDL,C,D,STD,ACE HARDWARE CORP,USD,I,www.acehardware.com
001109,2000-12-31,2000,INDL,C,D,STD,ALUF HOLDINGS INC,USD,I,www.aluf.com
001111,2000-03-31,1999,INDL,C,D,STD,ACTIVISION INC,USD,I,
001115,2000-09-30,2000,INDL,C,D,STD,ADAC LABORATORIES,USD,I,
001117,2000-12-31,2000,INDL,C,D,STD,BK TECHNOLOGIES CORP,USD,A,www.bktechnologies.com
001119,2000-12-31,2000,INDL,C,D,STD,ADAMS DIVERSIFIED EQUITY FD,USD,A,www.adamsfunds.com
001121,2000-12-31,2000,INDL,C,D,STD,ADAMS RESOURCES & ENERGY INC,USD,A,www.adamsresources.com
001148,2000-09-30,2000,INDL,C,D,STD,ADVEST GROUP INC,USD,I,
001154,2000-12-31,2000,INDL,C,D,STD,AERO SYSTEMS ENGINEERING INC,USD,I,www.aseholdings.com
001161,2000-12-31,2000,INDL,C,D,STD,ADVANCED MICRO DEVICES,USD,A,www.amd.com
001164,2000-12-31,2000,INDL,C,D,STD,MCI INC,USD,I,www.wcom.com
001165,2000-09-30,2000,INDL,C,D,STD,B-FAST CORP,USD,I,
001166,2000-12-31,2000,INDL,C,D,STD,ASM INTERNATIONAL NV,USD,A,www.asm.com
001173,2000-01-31,1999,INDL,C,D,STD,AEROSONIC CORP,USD,I,www.aerosonic.com
001177,2000-12-31,2000,FS,C,D,STD,AETNA INC,USD,I,www.aetna.com
001177,2000-12-31,2000,INDL,C,D,STD,AETNA INC,USD,I,www.aetna.com
001183,2000-01-31,1999,INDL,C,D,STD,IDNA INC,USD,I,
001186,2000-12-31,2000,INDL,C,D,STD,AGNICO EAGLE MINES LTD,USD,A,www.agnicoeagle.com
001193,2000-06-30,2000,INDL,C,D,STD,AGWAY INC,USD,I,www.agway.com
001209,2000-09-30,2000,INDL,C,D,STD,AIR PRODUCTS & CHEMICALS INC,USD,A,www.airproducts.com
001210,2000-03-31,1999,INDL,C,D,STD,AIR T INC,USD,A,www.airt.net
001213,2000-12-31,2000,INDL,C,D,STD,AIRBORNE INC,USD,I,
001224,2000-09-30,2000,INDL,C,D,STD,SPIRE ALABAMA INC,USD,A,www.spireenergy.com
001225,2000-12-31,2000,INDL,C,D,STD,ALABAMA POWER CO,USD,A,www.alabamapower.com
001228,2000-06-30,2000,INDL,C,D,STD,ALANCO TECHNOLOGIES INC,USD,I,www.alanco.com/index.asp
001230,2000-12-31,2000,INDL,C,D,STD,ALASKA AIR GROUP INC,USD,A,www.alaskaair.com
001234,2000-12-31,2000,INDL,C,D,STD,ATRION CORP,USD,A,www.atrioncorp.com
001238,2000-12-31,2000,INDL,C,D,STD,ALBERTA ENERGY CO LTD,CAD,I,
001239,2000-09-30,2000,INDL,C,D,STD,ALBERTO-CULVER CO,USD,I,www.alberto.com
001240,2000-01-31,1999,INDL,C,D,STD,ALBERTSON'S INC,USD,I,
001243,2000-12-31,2000,INDL,C,D,STD,ALCAN INC,USD,I,
001244,2000-05-31,1999,INDL,C,D,STD,ALCIDE CORP,USD,I,
001246,2000-09-30,2000,INDL,C,D,STD,IKON OFFICE SOLUTIONS,USD,I,www.ricoh-usa.com
001254,2000-12-31,2000,INDL,C,D,STD,MATSON INC,USD,A,www.matson.com
001257,2000-12-31,2000,FS,C,D,STD,ALEXANDER'S INC,USD,A,www.alx-inc.com
001257,2000-12-31,2000,INDL,C,D,STD,ALEXANDER'S INC,USD,A,www.alx-inc.com
001258,2000-12-31,2000,INDL,C,D,STD,CAPCO ENERGY INC,USD,I,
001259,2000-07-31,2000,INDL,C,D,STD,TAMIR BIOTHECHNOLOGY INC,USD,I,tamirbio.com
001262,2000-12-31,2000,INDL,C,D,STD,ALGOMA CENTRAL CORP,CAD,A,www.algonet.com
001263,2000-12-31,2000,INDL,C,D,STD,ALGOMA STEEL GROUP INC,CAD,A,algoma.com
001266,2000-08-31,2000,INDL,C,D,STD,ALICO INC,USD,A,www.alicoinc.com
001272,2000-06-30,2000,INDL,C,D,STD,PETRO USA INC,USD,A,
001274,2000-12-31,2000,INDL,C,D,STD,ALLEGHANY CORP,USD,I,www.alleghany.com
001274,2000-12-31,2000,FS,C,D,STD,ALLEGHANY CORP,USD,I,www.alleghany.com
001279,2000-12-31,2000,INDL,C,D,STD,ALLEGHENY ENERGY INC,USD,I,
001281,2000-12-31,2000,INDL,C,D,STD,ALLEN TELECOM INC,USD,I,
001283,2000-12-31,2000,INDL,C,D,STD,ALLEN ORGAN CO  -CL B,USD,I,www.allenorgan.com
001300,2000-12-31,2000,INDL,C,D,STD,HONEYWELL INTERNATIONAL INC,USD,A,www.honeywell.com
001308,2000-12-31,2000,INDL,C,D,STD,ALLIS-CHALMERS ENERGY INC,USD,I,www.alchenergy.com
001318,2000-12-31,2000,INDL,C,D,STD,ALLTEL CORP,USD,I,www.alltel.com
001324,2000-03-31,1999,INDL,C,D,STD,SCHERER HEALTHCARE INC,USD,I,
001327,2000-03-31,1999,INDL,C,D,STD,SKYWORKS SOLUTIONS INC,USD,A,www.skyworksinc.com
001331,2000-12-31,2000,INDL,C,D,STD,ALPINE GROUP INC,USD,I,
001334,2000-12-31,2000,INDL,C,D,STD,NQL INC,USD,I,
001336,2000-12-31,2000,INDL,C,D,STD,ALLTEL PENNSYLVANIA INC,USD,I,
001356,2000-12-31,2000,INDL,C,D,STD,ALCOA INC,USD,I,alcoa.com
001359,2000-12-31,2000,INDL,C,D,STD,ALZA CORP,USD,I,www.alza.com
001360,2000-03-31,1999,INDL,C,D,STD,SENTO CORP,USD,I,
001363,2000-07-31,2000,INDL,C,D,STD,BESTWAY INC,USD,I,
001367,2000-06-30,2000,INDL,C,D,STD,AMBER RESOURCES CO OF COLO,USD,I,
001372,2000-08-31,2000,INDL,C,D,STD,AMCAST INDUSTRIAL CORP,USD,I,
001380,2000-12-31,2000,INDL,C,D,STD,HESS CORP,USD,A,www.hess.com
001382,2000-12-31,2000,INDL,C,D,STD,US AIRWAYS GROUP INC,USD,I,www.usairways.com
001388,2000-12-31,2000,INDL,C,D,STD,AMERICAN AIRLINES INC,USD,A,
001393,2000-03-31,1999,INDL,C,D,STD,U-HAUL HOLDING CO,USD,A,investors.uhaul.com
001397,2000-12-31,2000,INDL,C,D,STD,AMERICAN BILTRITE INC,USD,A,www.ambilt.com
001408,2000-12-31,2000,INDL,C,D,STD,BEAM INC,USD,I,www.beamsuntory.com/en
001410,2000-10-31,2000,INDL,C,D,STD,ABM INDUSTRIES INC,USD,A,www.abm.com
001414,2000-12-31,2000,INDL,C,D,STD,PRIMERICA INC,USD,A,www.primerica.com
001417,2000-06-30,2000,INDL,C,D,STD,INVESCO BOND FUND,USD,A,www.invesco.com
001418,2000-12-31,2000,INDL,C,D,STD,TRANSFINANCIAL HOLDINGS INC,USD,I,www.transfin.com
001429,2000-08-31,2000,INDL,C,D,STD,AMERICAN CRYSTAL SUGAR CO,USD,I,www.crystalsugar.com
001439,2000-12-31,2000,INDL,C,D,STD,US ECOLOGY INC,USD,I,www.usecology.com
001440,2000-12-31,2000,INDL,C,D,STD,AMERICAN ELECTRIC POWER CO,USD,A,www.aep.com
001441,2000-07-31,2000,INDL,C,D,STD,MANSFELDER METALS LTD,USD,I,
001444,2000-07-31,2000,INDL,C,D,STD,AMERICAN VANTAGE COMPANIES,USD,I,www.americanvantage.com
001447,2000-12-31,2000,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,A,www.americanexpress.com
001447,2000-12-31,2000,FS,C,D,STD,AMERICAN EXPRESS CO,USD,A,www.americanexpress.com
001448,2000-12-31,2000,INDL,C,D,STD,AMERICAN EXPRESS CREDIT CORP,USD,I,
001449,2000-12-31,2000,INDL,C,D,STD,AFLAC INC,USD,A,www.aflac.com
001449,2000-12-31,2000,FS,C,D,STD,AFLAC INC,USD,A,www.aflac.com
001450,2000-12-31,2000,INDL,C,D,STD,AMERICAN FAMILY FINL SVCS,USD,I,
001465,2000-12-31,2000,INDL,C,D,STD,AMERICAN GENERAL CORP,USD,I,
001465,2000-12-31,2000,FS,C,D,STD,AMERICAN GENERAL CORP,USD,I,
001468,2000-02-29,1999,INDL,C,D,STD,AMERICAN GREETINGS  -CL A,USD,I,www.americangreetings.com
001478,2000-12-31,2000,INDL,C,D,STD,WYETH,USD,I,
001487,2000-12-31,2000,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,A,www.aig.com
001487,2000-12-31,2000,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,A,www.aig.com
001491,2000-12-31,2000,INDL,C,D,STD,INFINYA LTD,USD,I,www.infinya.co.il
001496,2000-12-31,2000,INDL,C,D,STD,AMERICAN LOCKER GROUP INC,USD,I,www.americanlocker.com
001500,2000-12-31,2000,INDL,C,D,STD,AMERICAN MANAGEMENT SYSTEMS,USD,I,www.amsinc.com
001511,2000-08-31,2000,INDL,C,D,STD,GOLF ROUNDS.COM INC,USD,I,
001518,2000-09-30,2000,INDL,C,D,STD,GALLERY OF HISTORY INC,USD,I,www.galleryofhistory.com
001523,2000-12-31,2000,INDL,C,D,STD,AMERICAN MEDICAL ALERT CORP,USD,I,americas.tunstall.com
001526,2000-12-31,2000,INDL,C,D,STD,AMERICAN NATIONAL GROUP INC,USD,I,www.americannational.com
001526,2000-12-31,2000,FS,C,D,STD,AMERICAN NATIONAL GROUP INC,USD,I,www.americannational.com
001530,2000-12-31,2000,INDL,C,D,STD,AMERICAN NUCLEAR CORP,USD,I,
001533,2000-09-30,2000,INDL,C,D,STD,AMERICAN PACIFIC CORP,USD,I,www.ampac.us
001539,2000-12-31,2000,INDL,C,D,STD,AMERICAN PHYSICIANS SVC GP,USD,I,www.amph.com
001545,2000-12-31,2000,INDL,C,D,STD,AMERICAN REALTY INVESTORS,USD,A,www.americanrealtyinvest.com
001554,2000-03-31,1999,INDL,C,D,STD,AMERICAN SCIENCE ENGINEERING,USD,I,rapiscan-ase.com
001559,2000-12-31,2000,INDL,C,D,STD,AMERICAN SHARED HSPTL SERV,USD,A,ashs.com
001562,2000-04-30,1999,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,A,www.amsoftware.com
001567,2000-12-31,2000,INDL,C,D,STD,TRANE INC,USD,I,www.trane.com
001577,2000-06-30,2000,INDL,C,D,STD,AMERICAN TECHNICAL CERAMICS,USD,I,www.atceramics.com
001581,2000-12-31,2000,INDL,C,D,STD,AT&T CORP,USD,I,
001585,2000-12-31,2000,INDL,C,D,STD,AMERICAN VANGUARD CORP,USD,A,www.american-vanguard.com
001587,2000-12-31,2000,INDL,C,D,STD,AMERICAN WATER WORKS INC,USD,I,www.amwater.com
001593,2000-11-30,2000,INDL,C,D,STD,AMERON INTERNATIONAL CORP,USD,I,
001594,2000-01-31,1999,INDL,C,D,STD,AMES DEPT STORES INC,USD,I,
001598,2000-12-31,2000,INDL,C,D,STD,AMETEK INC,USD,A,www.ametek.com
001602,2000-12-31,2000,INDL,C,D,STD,AMGEN INC,USD,A,www.amgen.com
001606,2000-12-31,2000,INDL,C,D,STD,AMISTAR CORP,USD,I,
001611,2000-12-31,2000,INDL,C,D,STD,AMPAL-AMERICAN ISRAEL CORP,USD,I,
001613,2000-12-31,2000,INDL,C,D,STD,AMPCO-PITTSBURGH CORP,USD,A,ampcopgh.com
001618,2000-04-30,1999,INDL,C,D,STD,AMREP CORP,USD,A,amrepcorp.com
001619,2000-12-31,2000,INDL,C,D,STD,AMSOUTH BANCORPORATION,USD,I,www.amsouth.com
001619,2000-12-31,2000,FS,C,D,STD,AMSOUTH BANCORPORATION,USD,I,www.amsouth.com
001627,2000-09-30,2000,INDL,C,D,STD,ANACOMP INC,USD,I,www.anacomp.com
001632,2000-10-31,2000,INDL,C,D,STD,ANALOG DEVICES INC,USD,A,www.analog.com
001633,2000-07-31,2000,INDL,C,D,STD,ANALOGIC CORP,USD,I,www.analogic.com
001634,2000-06-30,2000,INDL,C,D,STD,ANALYSTS INTERNATIONAL CORP,USD,I,www.analysts.com
001635,2000-06-30,2000,INDL,C,D,STD,ANAREN INC,USD,I,www.anaren.com
001641,2000-02-29,1999,INDL,C,D,STD,MOSCOW CABLECOM CORP,USD,I,
001642,2000-09-30,2000,INDL,C,D,STD,CROWN ANDERSEN INC,USD,I,
001650,2000-12-31,2000,INDL,C,D,STD,ANDREA ELECTRONICS CORP,USD,A,andreaelectronics.com
001651,2000-09-30,2000,INDL,C,D,STD,ANDREW CORP,USD,I,
001655,2000-01-31,1999,INDL,C,D,STD,ANGELICA CORP,USD,I,www.angelica.com
001656,2000-03-31,1999,INDL,C,D,STD,IQUNIVERSE INC,USD,I,
001659,2000-12-31,2000,INDL,C,D,STD,ANDERSONS INC,USD,A,andersonsinc.com
001661,2000-12-31,2000,INDL,C,D,STD,NABORS INDUSTRIES LTD,USD,A,www.nabors.com
001663,2000-12-31,2000,INDL,C,D,STD,ANHEUSER-BUSCH COS INC,USD,I,www.anheuser-busch.com
001669,2000-12-31,2000,INDL,C,D,STD,BIW LTD,USD,I,
001677,2000-12-31,2000,INDL,C,D,STD,K2 INC,USD,I,www.k2inc.net
001678,2000-12-31,2000,INDL,C,D,STD,APA CORP,USD,A,www.apachecorp.com
001681,2000-03-31,1999,INDL,C,D,STD,APOLLO SOLAR ENERGY INC,USD,I,
001682,2000-12-31,2000,INDL,C,D,STD,APCO OIL AND GAS INTL INC,USD,I,www.apcooilandgas.com
001686,2000-02-29,1999,INDL,C,D,STD,APOGEE ENTERPRISES INC,USD,A,www.apog.com
001689,2000-12-31,2000,INDL,C,D,STD,APPALACHIAN POWER,USD,A,www.appalachianpower.com
001690,2000-09-30,2000,INDL,C,D,STD,APPLE INC,USD,A,www.apple.com
001704,2000-10-31,2000,INDL,C,D,STD,APPLIED MATERIALS INC,USD,A,www.appliedmaterials.com
001705,2000-04-30,1999,INDL,C,D,STD,SINO SHIPPING HOLDINGS INC,USD,I,
001706,2000-08-31,2000,INDL,C,D,STD,ENERPAC TOOL GROUP CORP,USD,A,www.enerpactoolgroup.com
001712,2000-12-31,2000,INDL,C,D,STD,TRECORA RESOURCES,USD,I,www.trecora.com
001715,2000-10-31,2000,INDL,C,D,STD,ARBOR MEMORIAL SERVICES INC,CAD,I,www.arbormemorial.com
001718,2000-06-30,2000,INDL,C,D,STD,ADVANCED OXYGEN TECHNOLOGY,USD,A,www.aoxy-ca.com
001722,2000-06-30,2000,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,A,www.adm.com
001728,2000-12-31,2000,INDL,C,D,STD,ARDEN GROUP INC  -CL A,USD,I,
001738,2000-12-31,2000,INDL,C,D,STD,WASHINGTON MUTUAL FINL CORP,USD,I,
001742,2000-12-31,2000,INDL,C,D,STD,ARIZONA PUBLIC SERVICE CO,USD,A,www.aps.com
001743,2000-12-31,2000,INDL,C,D,STD,ARCBEST CORP,USD,A,www.arcb.com
001745,2000-12-31,2000,INDL,C,D,STD,ENTERGY ARKANSAS,USD,A,www.entergy-arkansas.com
001762,2000-12-31,2000,INDL,C,D,STD,ARMSTRONG HOLDINGS INC,USD,I,
001766,2000-12-31,2000,INDL,C,D,STD,ARNOLD INDUSTRIES INC,USD,I,
001773,2000-12-31,2000,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,A,www.arrow.com
001783,2000-11-30,2000,INDL,C,D,STD,ARTS WAY MFG INC,USD,A,www.artsway-mfg.com
001790,2000-03-31,1999,INDL,C,D,STD,ASBESTOS CORP LTD,CAD,A,mazarin.ca
001794,2000-09-30,2000,INDL,C,D,STD,ASHLAND INC,USD,A,www.ashland.com
001797,2000-06-30,2000,INDL,C,D,STD,ASPEN EXPLORATION CORP -OLD,USD,I,
001814,2000-10-31,2000,INDL,C,D,STD,ASTRO COMMUNICATIONS INC,USD,I,astrocommunicationsinc.com
001819,2000-03-31,1999,INDL,C,D,STD,ASTREX INC,USD,I,
001820,2000-01-31,1999,INDL,C,D,STD,ASTRONOVA INC,USD,A,www.astronovainc.com
001822,2000-12-31,2000,INDL,C,D,STD,ASTROCOM CORP,USD,I,www.ecessa.com
001823,2000-12-31,2000,INDL,C,D,STD,ASTRONICS CORP,USD,A,www.astronics.com
001828,2000-12-31,2000,INDL,C,D,STD,ATCO LTD  -CL I,CAD,A,www.atco.com
001837,2000-09-30,2000,INDL,C,D,STD,SOUTHERN CO GAS,USD,A,www.southerncompanygas.com
001856,2000-12-31,2000,INDL,C,D,STD,ATLAS MINERALS INC,USD,I,
001860,2000-09-30,2000,INDL,C,D,STD,ATWOOD OCEANICS,USD,I,www.atwd.com/index.aspx
001864,2000-01-31,1999,INDL,C,D,STD,REX AMERICAN RESOURCES CORP,USD,A,www.rexamerican.com
001866,2000-05-31,1999,INDL,C,D,STD,AULT INC,USD,I,www.slpower.com
001868,2000-03-31,1999,INDL,C,D,STD,ASSURANCEAMERICA CORP,USD,I,www.assuranceamerica.com
001874,2000-12-31,2000,INDL,C,D,STD,AGENT INFORMATION SOFTWR INC,USD,I,www.agentinformationsoftware.com
001875,2000-09-30,2000,INDL,C,D,STD,AUTO-TROL TECHNOLOGY CORP,USD,I,auto-trol.com
001878,2000-01-31,1999,INDL,C,D,STD,AUTODESK INC,USD,A,www.autodesk.com
001884,2000-12-31,2000,INDL,C,D,STD,DIALYSIS CORP OF AMERICA,USD,I,
001891,2000-06-30,2000,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,A,www.adp.com
001895,2000-05-31,1999,INDL,C,D,STD,AMBASSADOR FOOD SVCS CORP,USD,I,www.ambassadorfoodservice.com
001902,2000-12-31,2000,INDL,C,D,STD,DELSITE INC,USD,I,
001906,2000-12-31,2000,INDL,C,D,STD,A V HOMES INC,USD,I,www.taylormorrison.com/av-homes
001913,2000-12-31,2000,INDL,C,D,STD,AVERY DENNISON CORP,USD,A,www.averydennison.com
001914,2000-12-31,2000,INDL,C,D,STD,AVIALL INC,USD,I,www.aviall.com
001919,2000-06-30,2000,INDL,C,D,STD,AVNET INC,USD,A,www.avnet.com
001920,2000-12-31,2000,INDL,C,D,STD,AVON PRODUCTS,USD,A,www.avonworldwide.com
001926,2000-02-29,1999,INDL,C,D,STD,AZZ INC,USD,A,www.azz.com
001932,2000-12-31,2000,INDL,C,D,STD,BRITISH AMER TOBACCO PLC,USD,A,www.bat.com
001940,2000-06-30,2000,INDL,C,D,STD,BI INC,USD,I,bi.com
001943,2000-12-31,2000,INDL,C,D,STD,BMC INDUSTRIES INC,USD,I,
001945,2000-09-30,2000,INDL,C,D,STD,BOC GROUP PLC,USD,I,www.boc.com.au
001949,2000-09-30,2000,INDL,C,D,STD,BRT APARTMENTS CORP,USD,A,www.brtapartments.com
001951,2000-08-31,2000,INDL,C,D,STD,BSD MEDICAL CORP,USD,I,
001956,2000-12-31,2000,INDL,C,D,STD,MID-ATLANTIC REALTY TRUST,USD,I,www.martreit.com
001968,2000-12-31,2000,INDL,C,D,STD,BADGER METER INC,USD,A,www.badgermeter.com
001969,2000-12-31,2000,INDL,C,D,STD,BADGER PAPER MILLS INC,USD,I,www.bpmpaper.com
001971,2000-12-31,2000,INDL,C,D,STD,BAIRNCO CORP,USD,I,
001974,2000-12-31,2000,INDL,C,D,STD,BAKER (MICHAEL) CORP,USD,I,www.mbakercorp.com
001976,2000-12-31,2000,INDL,C,D,STD,BAKER HUGHES INC,USD,I,www.bakerhughes.com
001979,2000-12-31,2000,INDL,C,D,STD,BALCHEM CORP  -CL B,USD,A,www.balchem.com
001981,2000-12-31,2000,INDL,C,D,STD,BALDOR ELECTRIC CO,USD,I,www.baldor.com
001982,2000-12-31,2000,FS,C,D,STD,PROTECTIVE INSURANCE CORP,USD,I,www.protectiveinsurance.com
001982,2000-12-31,2000,INDL,C,D,STD,PROTECTIVE INSURANCE CORP,USD,I,www.protectiveinsurance.com
001988,2000-12-31,2000,INDL,C,D,STD,BALL CORP,USD,A,www.ball.com
001992,2000-12-31,2000,INDL,C,D,STD,BALTEK CORP,USD,I,
001995,2000-12-31,2000,INDL,C,D,STD,CONSTELLATION ENERGY GRP INC,USD,I,www.constellation.com
001998,2000-12-31,2000,FS,C,D,STD,BANK ONE CORP,USD,I,
001998,2000-12-31,2000,INDL,C,D,STD,BANK ONE CORP,USD,I,
002002,2000-12-31,2000,FS,C,D,STD,POPULAR INC,USD,A,www.popular.com
002002,2000-12-31,2000,INDL,C,D,STD,POPULAR INC,USD,A,www.popular.com
002005,2000-12-31,2000,INDL,C,D,STD,BANK OF HAWAII CORP,USD,A,www.boh.com
002005,2000-12-31,2000,FS,C,D,STD,BANK OF HAWAII CORP,USD,A,www.boh.com
002006,2000-12-31,2000,INDL,C,D,STD,BANCTEC INC-REDH,USD,I,www.banctec.com
002007,2000-12-31,2000,INDL,C,D,STD,FIRST BANKS AMER INC,USD,I,
002007,2000-12-31,2000,FS,C,D,STD,FIRST BANKS AMER INC,USD,I,
002008,2000-12-31,2000,INDL,C,D,STD,BANDAG INC,USD,I,www.bandag.com
002011,2000-12-31,2000,INDL,C,D,STD,BANGOR HYDRO-ELECTRIC CO,USD,I,www.versantpower.com
002019,2000-12-31,2000,INDL,C,D,STD,BANK OF NEW YORK MELLON CORP,USD,A,www.bnymellon.com
002019,2000-12-31,2000,FS,C,D,STD,BANK OF NEW YORK MELLON CORP,USD,A,www.bnymellon.com
002025,2000-12-31,2000,INDL,C,D,STD,BRE PROPERTIES INC,USD,I,www.breproperties.com
002025,2000-12-31,2000,FS,C,D,STD,BRE PROPERTIES INC,USD,I,www.breproperties.com
002028,2000-09-30,2000,INDL,C,D,STD,VSI HOLDINGS INC,USD,I,
002033,2000-06-30,2000,INDL,C,D,STD,FAIRCHILD CORP  -CL A,USD,I,
002034,2000-12-31,2000,INDL,C,D,STD,BANTA CORP,USD,I,
002044,2000-12-31,2000,INDL,C,D,STD,BARD (C.R.) INC,USD,I,www.crbard.com
002049,2000-12-31,2000,INDL,C,D,STD,BARNES GROUP INC,USD,A,www.onebarnes.com
002052,2000-09-30,2000,INDL,C,D,STD,BARNWELL INDUSTRIES,USD,A,www.brninc.com
002054,2000-12-31,2000,INDL,C,D,STD,BARRETT RESOURCES CORP,USD,I,
002055,2000-12-31,2000,INDL,C,D,STD,BARRICK GOLD CORP,USD,A,www.barrick.com
002058,2000-12-31,2000,INDL,C,D,STD,BARRINGER TECHNOLOGIES,USD,I,
002060,2000-03-31,1999,INDL,C,D,STD,BARRISTER GLOBAL SVCS NTWK,USD,I,www.barrister.com
002061,2000-12-31,2000,INDL,C,D,STD,BARRY (R G) CORP,USD,I,www.rgbarry.com
002070,2000-12-31,2000,INDL,C,D,STD,BASE TEN SYSTEMS  -CL A,USD,I,
002073,2000-03-31,1999,INDL,C,D,STD,EARTHSTONE ENERGY INC -OLD,USD,I,
002080,2000-11-30,2000,INDL,C,D,STD,BASSETT FURNITURE INDS,USD,A,www.bassettfurniture.com
002085,2000-12-31,2000,INDL,C,D,STD,BAUSCH & LOMB HLDGS  -REDH,USD,I,www.bausch.com
002086,2000-12-31,2000,INDL,C,D,STD,BAXTER INTERNATIONAL INC,USD,A,www.baxter.com
002100,2000-12-31,2000,INDL,C,D,STD,BEARD CO,USD,A,
002101,2000-06-30,2000,INDL,C,D,STD,APPLIED INDUSTRIAL TECH INC,USD,A,www.applied.com
002111,2000-09-30,2000,INDL,C,D,STD,BECTON DICKINSON & CO,USD,A,www.bd.com
002113,2000-08-31,2000,INDL,C,D,STD,NITCHES INC,USD,A,www.nitchescorp.com
002124,2000-12-31,2000,INDL,C,D,STD,BEL FUSE INC,USD,A,www.belfuse.com
002128,2000-12-31,2000,INDL,C,D,STD,BELDEN & BLAKE CORP,USD,I,www.beldenblake.com
002130,2000-12-31,2000,INDL,C,D,STD,CARLYLE INDUSTRIES INC,USD,I,
002136,2000-12-31,2000,INDL,C,D,STD,VERIZON COMMUNICATIONS INC,USD,A,www.verizon.com
002137,2000-12-31,2000,INDL,C,D,STD,BCE INC,CAD,A,www.bce.ca
002138,2000-12-31,2000,INDL,C,D,STD,BELL INDUSTRIES INC,USD,I,
002141,2000-12-31,2000,INDL,C,D,STD,BELL CANADA,CAD,I,www.bell.ca
002142,2000-12-31,2000,INDL,C,D,STD,VERIZON INC/PA,USD,I,
002146,2000-12-31,2000,INDL,C,D,STD,BELLSOUTH CORP,USD,I,
002150,2000-12-31,2000,INDL,C,D,STD,BELO CORP  -SER A COM,USD,I,www.belo.com
002154,2000-12-31,2000,INDL,C,D,STD,BEMIS CO INC,USD,I,www.amcor.com/afna
002162,2000-12-31,2000,INDL,C,D,STD,BENGUET CORP,USD,A,benguetcorp.com
002163,2000-03-31,1999,INDL,C,D,STD,BENIHANA INC,USD,I,www.benihana.com
002169,2000-09-30,2000,INDL,C,D,STD,BERGEN BRUNSWIG CORP  -CL A,USD,I,
